379286186061006|08|2023|1823379286712851003|06|2023|8742379286156501007|12|2023|8203
379286453481002|09|2024|5448
379286638601003|05|2023|3401
379286413881002|08|2023|2288
379286767171000|06|2022|0285
379286681281000|07|2024|0563
379286410601007|12|2022|5003
379286228171003|05|2022|8635
379286725041006|08|2024|0723
379286436751000|07|2024|3782
379286733751000|07|2024|0560
379286167361003|07|2022|0415
379286081831008|05|2024|4708
379286851241008|03|2024|4044
379286064651001|02|2022|0556
379286786221000|07|2023|6321
379286418611008|08|2025|1718
379286750721001|12|2025|3885
379286577771007|11|2024|0434
379286616141006|09|2024|0217
379286616141006|09|2024|0217
379286614521001|04|2025|6048
379286425311006|01|2023|7666
379286416161006|05|2023|1245
379286866851007|02|2024|2471
379286175531001|04|2024|5017
379286633081003|07|2024|2008
379286777751007|04|2025|7181
379286082461003|10|2022|3704
379286045721006|07|2023|3326
379286267461000|09|2024|0703
379286678861004|01|2025|0556
379286488131002|08|2023|3713
379286157711001|10|2024|7234
379286468331002|04|2022|8154
379286243151006|09|2022|4832
379286110161005|03|2022|2875
379286280031004|12|2024|7046
379286022381006|11|2024|4756
379286221731001|01|2025|3127
379286350211007|04|2025|7584
379286444241002|11|2022|5356
379286132051002|02|2023|8008
379286510011008|03|2024|4474
379286632221006|08|2022|3285
379286248081000|04|2022|4470
379286148441007|07|2023|4351
379286716811003|08|2023|4586
379286416161006|08|2023|2525
379286584371007|02|2023|5876
379286584371007|02|2023|5876
379286273761005|05|2022|0436
379286467671002|07|2024|6321
379286404311001|03|2023|7218
379286584371007|02|2023|5876
379286273761005|05|2022|0436
379286467671002|07|2024|6321
379286404311001|03|2023|7218
379286846611000|07|2022|7122
379286856271000|09|2022|8712
379286617701006|08|2022|5118
379286223461003|05|2024|5087
379286717561003|12|2023|7182
379286730231006|09|2024|8821
379286750721001|07|2022|6633
379286357011004|06|2024|5356
379286531021002|10|2025|2576
379286270701004|05|2025|4258
379286008061002|09|2022|1187
379286717781007|01|2023|6307
379286008061002|09|2022|1187
379286184221008|06|2023|4032
379286034261006|09|2025|2358
379286074551001|01|2025|5730
379286136671003|03|2024|5335
379286776321000|05|2022|3038
379286074551001|01|2025|5730
379286136671003|03|2024|5335
379286776321000|05|2022|3038
379286273211001|11|2022|1528
379286521671006|10|2023|3272
379286587781004|01|2024|5285
379286682051006|05|2023|6522
379286146701006|12|2025|8305
379286740451008|09|2025|2311
379286781631005|06|2024|2212
379286256031004|07|2022|6100
379286887071007|01|2024|3510
379286050681004|04|2024|7856
379286872821002|09|2022|6816
379286168821005|03|2023|3417
379286074551001|01|2025|5730
379286136671003|03|2024|5335
379286776321000|05|2022|3038
379286273211001|11|2022|1528
379286521671006|10|2023|3272
379286587781004|01|2024|5285
379286682051006|05|2023|6522
379286146701006|12|2025|8305
379286740451008|09|2025|2311
379286781631005|06|2024|2212
379286256031004|07|2022|6100
379286887071007|01|2024|3510
379286050681004|04|2024|7856
379286872821002|09|2022|6816
379286168821005|03|2023|3417
379286074551001|01|2025|5730
379286074551001|01|2025|5730
379286136671003|03|2024|5335
379286776321000|05|2022|3038
379286273211001|11|2022|1528
379286484061005|10|2023|5780
379286802261006|11|2025|5021
379286484061005|10|2023|5780
379286802261006|11|2025|5021
379286484061005|10|2023|5780
379286363641000|05|2023|6076
379286886761004|07|2025|3755
379286074551001|01|2025|5730
379286363641000|05|2023|6076
379286886761004|07|2025|3755
379286074551001|01|2025|5730
379286136671003|03|2024|5335
379286776321000|05|2022|3038
379286273211001|11|2022|1528
379286521671006|10|2023|3272
379286587781004|01|2024|5285
379286682051006|05|2023|6522
379286146701006|12|2025|8305
379286740451008|09|2025|2311
379286781631005|06|2024|2212
379286256031004|07|2022|6100
379286887071007|01|2024|3510
379286050681004|04|2024|7856
379286872821002|09|2022|6816
379286168821005|03|2023|3417
379286410031007|08|2025|5425
379286334241005|10|2024|1618
379286217411006|05|2025|8681
379286430511004|05|2025|3638
379286503531004|04|2022|3034
379286837811007|07|2024|5454
379286881151003|09|2025|7320
379286868511005|08|2023|4332
379286167041001|10|2025|8731
379286835721000|10|2025|1304
379286430511004|05|2025|3638
