377754002000872|07|2024|0000
377754002006572|07|2024|0000
377754002002282|07|2024|0000
377754002005822|07|2024|0000
377754002002308|07|2024|0000
377754002003744|07|2024|0000
377754002005582|07|2024|0000
377754002005350|07|2024|0000
377754002001201|07|2024|0000
377754002000328|07|2024|0000
377754002001862|07|2024|0000
377754002001540|07|2024|0000
377754002005715|07|2024|0000
377754002008008|07|2024|0000
377754002002852|07|2024|0000
377754002007018|07|2024|0000
377754002001425|07|2024|0000
377754002001755|07|2024|0000
377754002000435|07|2024|0000
377754002004510|07|2024|0000
377754002005715|07|2024|0000
377754002006028|07|2024|0000
377754002000328|07|2024|0000
377754002006457|07|2024|0000
377754002003165|07|2024|0000
377754002004262|07|2024|0000
377754002008115|07|2024|0000
377754002004841|07|2024|0000
377754002005038|07|2024|0000
377754002007562|07|2024|0000
377754002001425|07|2024|0000
377754002004734|07|2024|0000
377754002007562|07|2024|0000
377754002003272|07|2024|0000
377754002005038|07|2024|0000
377754002005715|07|2024|0000
377754002003272|07|2024|0000
377754002004155|07|2024|0000
377754002004734|07|2024|0000
377754002006572|07|2024|0000
377754002003165|07|2024|0000
377754002003520|07|2024|0000
377754002001185|07|2024|0000
377754002002852|07|2024|0000
377754002002308|07|2024|0000
377754002003165|07|2024|0000
377754002004510|07|2024|0000
377754002000104|07|2024|0000
377754002006572|07|2024|0000
377754002001078|07|2024|0000
377754002005608|07|2024|0000
377754002005145|07|2024|0000
377754002001540|07|2024|0000
377754002004510|07|2024|0000
377754002000435|07|2024|0000
377754002007232|07|2024|0000
377754002006135|07|2024|0000
377754002003405|07|2024|0000
377754002000088|07|2024|0000
377754002008776|07|2024|0000
377754002006812|07|2024|0000
377754002000328|07|2024|0000
377754002003637|07|2024|0000
377754002003744|07|2024|0000
377754002001201|07|2024|0000
377754002004155|07|2024|0000
377754002008552|07|2024|0000
377754002008115|07|2024|0000
377754002007125|07|2024|0000
377754002004155|07|2024|0000
377754002006705|07|2024|0000
377754002002647|07|2024|0000
377754002006812|07|2024|0000
377754002002175|07|2024|0000
377754002006242|07|2024|0000
377754002001318|07|2024|0000
377754002004486|07|2024|0000
377754002007125|07|2024|0000
377754002002282|07|2024|0000
377754002000658|07|2024|0000
377754002001425|07|2024|0000
377754002000435|07|2024|0000
377754002000088|07|2024|0000
377754002006028|07|2024|0000
377754002004155|07|2024|0000
377754002007786|07|2024|0000
377754002003272|07|2024|0000
377754002002415|07|2024|0000
377754002000328|07|2024|0000
377754002002282|07|2024|0000
377754002004486|07|2024|0000
377754002008008|07|2024|0000
377754002007562|07|2024|0000
377754002005582|07|2024|0000
377754002004262|07|2024|0000
377754002008446|07|2024|0000
377754002002852|07|2024|0000
377754002001425|07|2024|0000
377754002002068|07|2024|0000
377754002004627|07|2024|0000
